Id,target
97,-120.68047325900388
98,-171.58325254908294
99,-50.254417840694295
100,127.89961890439227
101,-83.28867809464136
102,-2.327227362005548
103,-0.6434043680525543
104,0.27377283283063836
105,81.01694597968446
106,44.89617901029376
107,93.70264925135476
108,-30.68422397320967
109,-84.37260638283837
110,38.159273019060464
111,18.21603610919019
112,117.86601891205919
113,8.07472996511195
114,74.16929880077669
115,33.29346565957557
116,-142.70524255385214
117,7.253350763076777
118,21.11965259469662
119,-22.47719476361294
120,-21.300570449664814
121,-255.82644660053785
122,267.8729706362701
123,155.24590407243232
124,14.017026035112885
125,84.55748357993984
126,-12.215448371162474
127,-152.99785406021246
128,113.7503862927761
129,-31.912665550997755
130,-215.63359780016526
131,121.34414950808063
132,-29.57416287512758
133,-86.10006595467978
134,171.20490265415702
135,40.35811217631964
136,-18.80561705345683
137,62.231860321616075
138,45.54832097605805
139,-175.1910616636822
140,130.57579483522238
141,-72.95699226815869
142,213.014502344177
143,135.98368044514623
144,-0.4889893630994149
145,-153.38771232912262
146,-15.91605919129907
147,135.23164191147603
148,36.94599416499967
149,57.68834952413303
150,-4.0326115404474105
151,-42.71926628166379
152,18.753328129953005
153,-68.99145684226993
154,27.956572969335042
155,142.12262480236024
156,347.9911540459224
157,217.4362235446748
158,28.636078889124295
159,-37.45022779650112
160,-171.34968206756042
161,13.10900198225331
162,298.64222604386407
163,76.35846791709817
164,-22.09960453217171
165,156.25785962387548
166,-155.70221659790897
167,140.4067521373258
168,171.61241253344215
169,-46.39660893478154
170,66.45199284491935
171,97.53879125325545
172,94.6499904836165
173,32.0549202917324
174,174.3782815367576
175,-150.65780960648405
176,-94.2630893342533
177,-170.0695329243282
178,-17.66798450655339
179,-106.57440880142771
180,-14.392177166934832
181,-58.22526353241846
182,-74.78133839403726
183,67.5290947105437
184,-68.13995988162348
185,89.32318107252785
186,-56.51840117081096
187,-109.00713741728337
188,-77.43969885751417
189,185.80733047463463
190,-41.61911978653739
191,219.85239752634217
192,-56.552658305710985
193,-84.18884011283906
194,47.9156071620544
195,1.4707725668229883
196,72.44548022951994
197,-61.39783879752276
198,209.68254847176388
199,-137.82233338799804
200,-96.47772619223974
201,-114.58849090078213
202,24.79381718848071
203,54.66937885253211
204,150.85582962579525
205,48.14666879733264
206,92.58069325312354
207,173.207701892482
208,-269.55937484350414
209,-173.5745957825572
210,-105.5438243073388
211,-81.78688842708988
212,29.201933937525435
213,-50.0851987365004
214,78.8462241275037
215,-19.05194786254913
216,-52.410515598297124
217,-28.247806760765307
218,66.45608010511971
219,91.77680903863177
220,-82.26425192933463
221,-147.6254698077368
222,49.51610765815178
223,238.57445083968494
224,-47.594588918925716
225,17.302462325702173
226,-60.41450715717211
227,13.365245338469705
228,10.041565078334678
229,39.94439249808201
230,116.14232914976628
231,19.698474891986233
232,-107.16591119012946
233,47.42815885673411
234,99.64150859901603
235,-89.40629959196536
236,-175.14047804943502
237,169.750628402491
238,108.51001296459366
239,62.81345072687799
240,-8.578966706660266
241,-24.175166052409114
242,-47.137365287047814
243,-171.3727183760669
244,-64.22500569615123
245,-27.222778132696057
246,-170.75932571468104
247,-27.716654905987493
248,34.764539435725965
249,-121.59671633985245
250,17.94968303088229
251,-0.14820855721702297
252,-254.39232732327355
253,-253.96872812875898
254,-165.91620890348176
255,48.07323019439155
256,131.0690056511656
257,71.98739188710927
258,119.82362211855924
259,95.02392903495323
260,22.317378110189253
261,-305.5988265389735
262,188.07820413018666
263,-129.60338289904158
264,-43.972735480179495
265,-83.83537907578915
266,-87.43770936719571
267,136.8603873465181
268,163.2160873050243
269,-40.29150320267318
270,-141.55654867515636
271,113.69652433424547
272,-19.621159800120573
273,88.59828620894326
274,106.45012692625109
275,26.241733065929402
276,-50.716626700432194
277,-27.301069846789485
278,30.2723358868931
279,73.50524028908883
280,28.23331884880168
281,-127.8002654192914
282,-14.166503752437727
283,-11.237610668589486
284,-127.19076293981826
285,163.17726806451535
286,-9.92306213766776
287,-132.6252861262964
288,207.2664635615026
289,48.77869996880696
290,93.90609189088836
291,31.454086840301592
292,207.02596007905788
293,-38.73481607348787
294,-31.51497070908878
295,-40.87771095789417
296,53.00159631379561
297,-62.876796681861194
298,94.57770104823955
299,-83.93468865037222
300,-95.86805414480894
301,-23.584507031200708
302,-90.25720955904414
303,-23.586819366678238
304,60.696127664962766
305,-33.12236333283544
306,-73.45965989360086
307,-178.4847260049531
308,-163.20433224779327
309,41.287522487047895
310,81.12736112365957
311,302.6502693985332
312,129.15796370851172
313,130.90385038623882
314,52.46278995003474
315,-21.276374655200392
316,184.2174868801205
317,-58.19977322494331
318,130.10433853996457
319,153.51222186363447
320,-32.75876719813309
321,-202.95454102776003
322,-98.14905019544872
323,5.672330825718751
324,-44.30193580416371
325,-37.82370713326138
326,158.76630416952526
327,134.42483142021484
328,25.504183145639452
329,-88.78829049086734
330,187.33487125906555
331,-64.44559572336229
332,66.16436091244648
333,79.65256834369042
334,99.3807717935807
335,-104.85738301111104
336,114.46782219543466
337,-34.45557964801464
338,88.7986599650309
339,-81.82759510995793
340,-202.02367204022943
341,158.26956560357226
342,-93.00479182843729
343,66.04152027290637
344,126.46885522172087
345,31.054502429780698
346,-175.5126181304537
347,-33.72513962925874
348,-47.41846195884313
349,-116.83718302022513
350,12.153054883801909
351,-87.68689672320447
352,-39.17069991576754
353,-164.29002026656752
354,-218.68268317470861
355,5.734437438499832
356,-205.91286781781122
357,185.754690585279
358,-9.440228635752074
359,19.41270869172295
360,33.46998638211974
361,242.05872089761246
362,-26.57422651397662
363,135.7256319991127
364,57.9991201504941
365,10.466942982147023
366,-86.45570958393883
367,-9.976554901390605
368,223.6861572438172
369,-14.035074911836917
370,-137.36629741072568
371,-49.90770903548011
372,-93.26223864658037
373,8.859278186828721
374,-15.128854881161072
375,-62.90225516687023
376,-16.301898100885843
377,-172.2508849371883
378,-122.25251622270996
379,45.43478636805045
380,-37.227954227958364
381,-157.24172210826083
382,88.4476311369427
383,-0.2535921708728139
384,133.94464468305833
385,-46.018734287611416
386,3.3442713685467895
387,174.41016523877215
388,171.71799542699443
389,46.741159302277204
390,-26.93891175867665
391,59.70897949055961
392,111.95968576830043
393,-36.66668838678104
394,-67.7806204668745
395,-81.42750960303033
396,-186.76010656201083
397,126.66808365029306
398,65.2086899394178
399,57.57655344713604
